"native","family","genus","familyId","genusId","physiognomy","synonymGC","commonName","nameDNR","speciesId"
"I","Asteraceae","Cota",5,2018,"H","Anthemis tinctoria","golden marguerite","Cota tinctoria",1629
"N","Crassulaceae","Crassula",107,2019,"H","Crassula aquatica","water pygmyweed","Crassula aquatica",1630
"N","Rosaceae","Crataegus",13,46,"D","Crataegus chrysocarpa s.l.","fireberry hawthorn","Crataegus chrysocarpa",1631
"N","Rosaceae","Crataegus",13,46,"D","","Blanchard's hawthorn","Crataegus chrysocarpa var. blanchardii",1632
"N","Rosaceae","Crataegus",13,46,"D","Crataegus chrysocarpa s.l.","fireberry hawthorn","Crataegus chrysocarpa var. chrysocarpa",1633
"N","Rosaceae","Crataegus",13,46,"D","Crataegus calpodendron","late hawthorn","Crataegus calpodendron",1634
"N","Rosaceae","Crataegus",13,46,"D","Crataegus coccinea","scarlet hawthorn","Crataegus coccinea",1635
"N","Rosaceae","Crataegus",13,46,"D","Crataegus douglasii","black hawthorn","Crataegus douglasii",1636
"N","Rosaceae","Crataegus",13,46,"D","","river hawthorn","Crataegus fluviatilis",1637
"N","Rosaceae","Crataegus",13,46,"D","Crataegus chrysocarpa s.l.","fireberry hawthorn","Crataegus chrysocarpa var. faxonii",1638
"N","Rosaceae","Crataegus",13,46,"D","Crataegus succulenta s.l.","large-thorned hawthorn","Crataegus macracantha",1639
"N","Rosaceae","Crataegus",13,46,"D","Crataegus flabellata","bigfruit hawthorn","Crataegus macrosperma",1640
"N","Rosaceae","Crataegus",13,46,"D","Crataegus mollis","downy hawthorn","Crataegus mollis",1641
"N","Rosaceae","Crataegus",13,46,"D","Crataegus punctata","dotted hawthorn","Crataegus punctata",1642
"N","Rosaceae","Crataegus",13,46,"D","","rough-leaved hawthorn","Crataegus scabrida",1643
"N","Rosaceae","Crataegus",13,46,"D","","royal hawthorn","Crataegus schuettei",1644
"N","Rosaceae","Crataegus",13,46,"D","","Sheridan's hawthorn","Crataegus sheridana",1645
"N","Rosaceae","Crataegus",13,46,"D","Crataegus submollis","Quebec hawthorn","Crataegus submollis",1646
"N","Rosaceae","Crataegus",13,46,"D","","fleshy hawthorn","Crataegus succulenta var. succulenta",1647
"N","Rosaceae","Crataegus",13,46,"D","","Laurentian hawthorn","Crataegus laurentiana",1648
"N","Asteraceae","Crepis",5,775,"H","Crepis runcinata subsp. runcinata","incised hawk's beard","Crepis runcinata subsp. runcinata",1649
"I","Asteraceae","Crepis",5,775,"H","Crepis tectorum","yellow hawk's beard","Crepis tectorum",1650
"N","Cistaceae","Crocanthemum",78,93,"H","Helianthemum bicknellii","hoary frostweed","Crocanthemum bicknellii",1651
"N","Cistaceae","Crocanthemum",78,93,"H","Helianthemum canadense","Canada frostweed","Crocanthemum canadense",1652
"N","Fabaceae","Crotalaria",21,776,"H","","rattlebox","Crotalaria sagittalis var. sagittalis",1653
"I","Euphorbiaceae","Croton",3,94,"H","Croton glandulosus","tooth-leaved croton","Croton glandulosus var. septentrionalis",1654
"N","Pteridaceae","Cryptogramma",8,779,"H","","American rock-brake","Cryptogramma acrostichoides",1655
"N","Pteridaceae","Cryptogramma",8,779,"H","Cryptogramma stelleri","slender rock-brake","Cryptogramma stelleri",1656
"N","Apiaceae","Cryptotaenia",9,134,"H","Cryptotaenia canadensis","honewort","Cryptotaenia canadensis",1657
"N","Cuscutaceae","Cuscuta",59,59,"H","","field dodder","Cuscuta campestris",1658
"N","Cuscutaceae","Cuscuta",59,59,"H","Cuscuta cephalanthi","buttonbush dodder","Cuscuta cephalanthi",1659
"N","Cuscutaceae","Cuscuta",59,59,"H","Cuscuta coryli","hazel dodder","Cuscuta coryli",1660
"N","Cuscutaceae","Cuscuta",59,59,"H","Cuscuta gronovii","scaldweed","Cuscuta gronovii",1661
"N","Cuscutaceae","Cuscuta",59,59,"H","","swamp dodder","Cuscuta gronovii var. gronovii",1662
"N","Cuscutaceae","Cuscuta",59,59,"C,H","","swamp dodder","Cuscuta gronovii var. latiflora",1663
"N","Cuscutaceae","Cuscuta",59,59,"H","Cuscuta glomerata","rope dodder","Cuscuta glomerata",1664
"N","Cuscutaceae","Cuscuta",59,59,"H","Cuscuta obtusiflora var. glandulosa","southern dodder","Cuscuta obtusiflora var. glandulosa",1665
"N","Cuscutaceae","Cuscuta",59,59,"H","Cuscuta pentagona s.l.","bur clover dodder","Cuscuta pentagona",1666
"N","Cuscutaceae","Cuscuta",59,59,"H","Cuscuta polygonorum","smartweed dodder","Cuscuta polygonorum",1667
"N","Cuscutaceae","Cuscuta",59,59,"H","Cuscuta megalocarpa","large-fruit dodder","Cuscuta umbrosa",1668
"N","Cuscutaceae","Cuscuta",59,59,"C,H","","large-seed dodder","Cuscuta indecora var. indecora",1669
"N","Asteraceae","Cyclachaena",5,784,"H","Iva xanthifolia","marsh elder","Cyclachaena xanthiifolia",1670
"N","Chenopodiaceae","Cycloloma",49,529,"H","Cycloloma atriplicifolium","winged pigweed","Cycloloma atriplicifolium",1671
"N","Apiaceae","Cymopterus",9,2020,"H","Cymopterus acaulis var. acaulis","plains spring parsley","Cymopterus glomeratus var. glomeratus",1672
"I","Boraginaceae","Cynoglossum",60,530,"H","Cynoglossum officinale","hound's tongue","Cynoglossum officinale",1673
"N","Boraginaceae","Cynoglossum",60,530,"H","Cynoglossum virginianum var. boreale","wild comfrey","Cynoglossum virginianum var. boreale",1674
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus acuminatus","short-pointed umbrella sedge","Cyperus acuminatus",1675
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus diandrus","sedge galingale","Cyperus diandrus",1676
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus odoratus s.l.","Engelmann's flatsedge","Cyperus engelmannii",1677
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus erythrorhizos","red-rooted cyperus","Cyperus erythrorhizos",1678
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus bipartitus","brook nut sedge","Cyperus bipartitus",1679
"I","Cyperaceae","Cyperus",36,135,"G","Cyperus fuscus","brown flatsedge","Cyperus fuscus",1680
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus houghtonii","Houghton's cyperus","Cyperus houghtonii",1681
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus lupulinus","slender nut sedge","Cyperus lupulinus",1682
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus lupulinus","slender nut sedge","Cyperus lupulinus subsp. lupulinus",1683
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus lupulinus","slender nut sedge","Cyperus lupulinus subsp. macilentus",1684
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus odoratus s.l.","fragrant cyperus","Cyperus odoratus",1685
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus schweinitzii","Schweinitz's nut sedge","Cyperus schweinitzii",1686
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus aristatus, Cyperus squarrosus s.s.","awned umbrella sedge","Cyperus squarrosus",1687
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus strigosus","straw-colored umbrella sedge","Cyperus strigosus",1688
"N","Cyperaceae","Cyperus",36,135,"G","Hemicarpha micrantha","hemicarpha","Cyperus subsquarrosus",1689
"N","Cyperaceae","Cyperus",36,135,"G","Cyperus xmesochorus","Midland sand sedge","Cyperus xmesochorus",1690
"I","Cyperaceae","Cyperus",36,135,"G","Cyperus esculentus","yellow nutsedge","Cyperus esculentus var. leptostachyus",1691
"N","Orchidaceae","Cypripedium",23,8,"H","Cypripedium acaule","stemless lady's slipper","Cypripedium acaule",1692
"N","Orchidaceae","Cypripedium",23,8,"H","Cypripedium candidum","small white lady's slipper","Cypripedium candidum",1693
"N","Orchidaceae","Cypripedium",23,8,"H","Cypripedium calceolus","yellow lady's slipper","Cypripedium parviflorum",1694
"N","Orchidaceae","Cypripedium",23,8,"H","Cypripedium calceolus var. parviflorum","lesser yellow lady's-slipper","Cypripedium parviflorum var. makasin",1695
"N","Orchidaceae","Cypripedium",23,8,"H","Cypripedium calceolus var. pubescens","large yellow lady's-slipper","Cypripedium parviflorum var. pubescens",1696
"N","Orchidaceae","Cypripedium",23,8,"H","Cypripedium reginae","showy lady's slipper","Cypripedium reginae",1697
"N","Orchidaceae","Cypripedium",23,8,"H","Cypripedium xandrewsii","Andrew's lady's slipper","Cypripedium xandrewsii",1698
"N","Orchidaceae","Cypripedium",23,8,"H","Cypripedium arietinum","ram's head orchid","Cypripedium arietinum",1699
"N","Dryopteridaceae","Cystopteris",32,314,"H","Cystopteris bulbifera","bulblet bladder fern","Cystopteris bulbifera",1700
"N","Dryopteridaceae","Cystopteris",32,314,"H","Cystopteris fragilis s.l., Cystopteris fragilis var. mackayi s.l.","fragile bladder fern","Cystopteris fragilis",1701
"N","Dryopteridaceae","Cystopteris",32,314,"H","Cystopteris protrusa","lowland bladder fern","Cystopteris protrusa",1702
"N","Dryopteridaceae","Cystopteris",32,314,"H","Cystopteris tennesseensis","Tennessee bladder fern","Cystopteris tennesseensis",1703
"N","Dryopteridaceae","Cystopteris",32,314,"H","Cystopteris fragilis s.l., Cystopteris fragilis var. mackayi s.l.","Macay's brittle fern","Cystopteris tenuis",1704
"N","Dryopteridaceae","Cystopteris",32,314,"H","Cystopteris laurentiana","Laurentian bladder fern","Cystopteris laurentiana",1705
"I","Poaceae","Dactylis",14,490,"G","Dactylis glomerata","orchard grass","Dactylis glomerata",1706
"N","Fabaceae","Dalea",21,158,"H","Dalea candida var. candida","white prairie clover","Dalea candida var. candida",1707
"N","Fabaceae","Dalea",21,158,"H","Dalea candida var. oligophylla","western white prairie clover","Dalea candida var. oligophylla",1708
"N","Fabaceae","Dalea",21,158,"H","Dalea leporina","foxtail dalea","Dalea leporina",1709
"N","Fabaceae","Dalea",21,158,"H","Dalea purpurea var. purpurea","purple prairie clover","Dalea purpurea var. purpurea",1710
"N","Fabaceae","Dalea",21,158,"H","Dalea villosa var. villosa","silky prairie clover","Dalea villosa var. villosa",1711
"N","Fabaceae","Dalea",21,158,"H","Dalea candida","white prairie clover","Dalea candida",1712
"N","Poaceae","Danthonia",14,315,"G","Danthonia spicata","poverty oatgrass","Danthonia spicata",1713
"N","Rosaceae","Dasiphora",13,167,"D","Potentilla fruticosa","shrubby cinquefoil","Dasiphora fruticosa",1714
"I","Solanaceae","Datura",110,793,"H","Datura stramonium","devil's apple","Datura stramonium",1715
"I","Solanaceae","Datura",110,793,"H","Datura wrightii","angel's trumpet","Datura wrightii",1716
"I","Apiaceae","Daucus",9,355,"H","Daucus carota","Queen Anne's lace","Daucus carota",1717
"N","Lythraceae","Decodon",61,193,"D","Decodon verticillatus, Decodon verticillatus var. laevigatus","water-willow","Decodon verticillatus",1718
"N","Ranunculaceae","Delphinium",7,570,"H","Delphinium virescens","prairie larkspur","Delphinium carolinianum subsp. virescens",1719
"N","Lycopodiaceae","Dendrolycopodium",94,1116,"H","Lycopodium obscurum s.s.","Hickey’s Tree Clubmoss","Dendrolycopodium hickeyi",1720
"N","Lycopodiaceae","Dendrolycopodium",94,1116,"H","","Flat-Branched Tree Clubmoss","Dendrolycopodium obscurum",1721
"N","Lycopodiaceae","Dendrolycopodium",94,1116,"H","Lycopodium obscurum s.s.","Prickly Tree Clubmoss","Dendrolycopodium dendroideum",1722
"N","Dryopteridaceae","Deparia",32,795,"H","Athyrium thelypterioides","silvery spleenwort","Deparia acrostichoides",1723
"N","Poaceae","Deschampsia",14,108,"G","Deschampsia cespitosa","tufted hair grass","Deschampsia cespitosa subsp. cespitosa",1724
"N","Poaceae","Deschampsia",14,108,"G","Deschampsia flexuosa","wavy hairgrass","Deschampsia flexuosa",1725
"N","Brassicaceae","Descurainia",18,796,"H","Descurainia richardsonii","Richardson's tansy mustard","Descurainia incana",1726
"N","Brassicaceae","Descurainia",18,796,"H","Descurainia pinnata var. brachycarpa","pinnate tansy mustard","Descurainia pinnata subsp. brachycarpa",1727
"I","Brassicaceae","Descurainia",18,796,"H","Descurainia sophia","herb sophia","Descurainia sophia",1728
"N","Fabaceae","Desmanthus",21,317,"H","Desmanthus illinoensis","prairie mimosa","Desmanthus illinoensis",1729
"N","Fabaceae","Desmodium",21,293,"H","Desmodium canadense","Canada tick trefoil","Desmodium canadense",1730
"N","Fabaceae","Desmodium",21,293,"H","Desmodium cuspidatum, Desmodium cuspidatum var. longifolium","big tick trefoil","Desmodium cuspidatum",1731
"N","Fabaceae","Desmodium",21,293,"H","Desmodium illinoense","Illinois tick trefoil","Desmodium illinoense",1732
"I","Caryophyllaceae","Dianthus",26,531,"H","Dianthus barbatus","","Dianthus barbatus subsp. barbatus",1733
"I","Caryophyllaceae","Dianthus",26,531,"H","Dianthus deltoides","","Dianthus deltoides subsp. deltoides",1734
"I","Caryophyllaceae","Dianthus",26,531,"H","Dianthus armeria","Deptford pink","Dianthus armeria subsp. armeria",1735
"N","Poaceae","Diarrhena",14,466,"G","Diarrhena americana var. obovata","obovate beakgrain","Diarrhena obovata",1736
"N","Fumariaceae","Dicentra",57,604,"H","Dicentra canadensis","squirrel corn","Dicentra canadensis",1737
"N","Fumariaceae","Dicentra",57,604,"H","Dicentra cucullaria","dutchman's breeches","Dicentra cucullaria",1738
"N","Poaceae","Dichanthelium",14,103,"G","Panicum lanuginosum","hairy panic grass","Dichanthelium acuminatum",1739
"N","Poaceae","Dichanthelium",14,103,"G","Panicum lanuginosum var. fasciculatum, Panicum lanuginosum var. tennesseense","hairy panic grass","Dichanthelium acuminatum subsp. fasciculatum",1740
"N","Poaceae","Dichanthelium",14,103,"G","Panicum columbianum, Panicum lanuginosum var. implicatum, Panicum leucothrix","hairy panic grass","Dichanthelium acuminatum subsp. implicatum",1741
"N","Poaceae","Dichanthelium",14,103,"G","Panicum boreale","northern panic grass","Dichanthelium boreale",1742
"N","Poaceae","Dichanthelium",14,103,"G","Panicum depauperatum","poor panic grass","Dichanthelium depauperatum",1743
"N","Poaceae","Dichanthelium",14,103,"G","Panicum latifolium","broad-leaved panic grass","Dichanthelium latifolium",1744
"N","Poaceae","Dichanthelium",14,103,"G","Panicum lanuginosum var. lindheimeri","hairy panic grass","Dichanthelium acuminatum subsp. lindheimeri",1745
"N","Poaceae","Dichanthelium",14,103,"G","Panicum linearifolium","linear-leaved panic grass","Dichanthelium linearifolium",1746
"N","Poaceae","Dichanthelium",14,103,"G","Panicum oligosanthes","few-flowered panic grass","Dichanthelium oligosanthes",1747
"N","Poaceae","Dichanthelium",14,103,"G","Panicum oligosanthes","Scribner's panic grass","Dichanthelium oligosanthes subsp. oligosanthes",1748
"N","Poaceae","Dichanthelium",14,103,"G","Panicum oligosanthes","Scribner's panic grass","Dichanthelium oligosanthes subsp. scribnerianum",1749
"N","Poaceae","Dichanthelium",14,103,"G","Panicum commonsianum var. euchlamydeum, Panicum villosissimum","long-haired panic grass","Dichanthelium ovale",1750
"N","Poaceae","Dichanthelium",14,103,"G","Panicum villosissimum","long-haired panic grass","Dichanthelium ovale subsp. praecocius",1751
"N","Poaceae","Dichanthelium",14,103,"G","Panicum commonsianum var. euchlamydeum, Panicum villosissimum","white-haired panic grass","Dichanthelium ovale subsp. pseudopubescens",1752
"N","Poaceae","Dichanthelium",14,103,"G","Panicum villosissimum","long-haired panic grass","Dichanthelium ovale subsp. villosissimum",1753
"N","Poaceae","Dichanthelium",14,103,"G","","long-stalked panic grass","Dichanthelium perlongum",1754
"N","Poaceae","Dichanthelium",14,103,"G","Panicum wilcoxianum","Wilcox's panic grass","Dichanthelium wilcoxianum",1755
"N","Poaceae","Dichanthelium",14,103,"G","Panicum xanthophysum","yellow panic grass","Dichanthelium xanthophysum",1756
"N","Poaceae","Dichanthelium",14,103,"G","Panicum leibergii","Leiberg's panic grass","Dichanthelium leibergii",1757
"N","Lythraceae","Didiplis",61,800,"H","Didiplis diandra","water purslane","Didiplis diandra",1758
"N","Caprifoliaceae","Diervilla",62,485,"D","Diervilla lonicera","bush honeysuckle","Diervilla lonicera",1759
"I","Plantaginaceae","Digitalis",112,2021,"H","Digitalis lanata","Grecian foxglove","Digitalis lanata",1760
"I","Plantaginaceae","Digitalis",112,2021,"H","","yellow foxglove","Digitalis grandiflora",1761
"N","Poaceae","Digitaria",14,532,"G","Leptoloma cognatum","fall witch grass","Digitaria cognata",1762
"I","Poaceae","Digitaria",14,532,"G","Digitaria ischaemum","smooth crabgrass","Digitaria ischaemum",1763
"I","Poaceae","Digitaria",14,532,"G","Digitaria sanguinalis","hairy crabgrass","Digitaria sanguinalis",1764
"N","Dioscoreaceae","Dioscorea",63,504,"H","Dioscorea villosa","wild yam","Dioscorea villosa",1765
"N","Lycopodiaceae","Diphasiastrum",94,1145,"H","Lycopodium complanatum","northern ground-cedar","Diphasiastrum complanatum",1766
"N","Lycopodiaceae","Diphasiastrum",94,1145,"H","Lycopodium digitatum","fan ground-cedar","Diphasiastrum digitatum",1767
"N","Lycopodiaceae","Diphasiastrum",94,1145,"H","Lycopodium tristachyum","blue ground-cedar","Diphasiastrum tristachyum",1768
"N","Lycopodiaceae","Diphasiastrum",94,1145,"H","","running-pine","Diphasiastrum xverecundum",1769
"N","Lycopodiaceae","Diphasiastrum",94,1145,"H","Lycopodium xzeilleri","Zeiller's groundcedar","Diphasiastrum xzeilleri",1770
"N","Lycopodiaceae","Diphasiastrum",94,1145,"H","Lycopodium xhabereri","Haberer's groundcedar","Diphasiastrum xhabereri",1771
"I","Dipsacaceae","Dipsacus",64,378,"H","Dipsacus fullonum","common teasel","Dipsacus fullonum",1772
"I","Dipsacaceae","Dipsacus",64,378,"H","Dipsacus laciniatus","cutleaf teasel","Dipsacus laciniatus",1773
"N","Thymelaeaceae","Dirca",65,496,"D","Dirca palustris","leatherwood","Dirca palustris",1774
"N","Poaceae","Distichlis",14,806,"G","Distichlis spicata var. stricta","salt grass","Distichlis spicata",1775
"N","Primulaceae","Dodecatheon",66,136,"H","Dodecatheon radicatum, Dodecatheon radicatum var. radicatum","jeweled shooting star","Dodecatheon amethystinum",1776
"N","Primulaceae","Dodecatheon",66,136,"H","Dodecatheon meadia var. meadia","prairie shooting star","Dodecatheon meadia",1777
"N","Asteraceae","Doellingeria",5,478,"H","Aster pubentior","flat-topped aster","Doellingeria umbellata var. pubens",1778
"N","Asteraceae","Doellingeria",5,478,"H","Aster umbellatus","flat-topped aster","Doellingeria umbellata var. umbellata",1779
"N","Asteraceae","Doellingeria",5,478,"H","Aster pubentior, Aster umbellatus","flat-topped aster","Doellingeria umbellata",1780
"N","Brassicaceae","Draba",18,137,"H","Draba arabisans","Arabian whitlow grass","Draba arabisans",1781
"N","Brassicaceae","Draba",18,137,"H","Draba nemorosa","yellow whitlow grass","Draba nemorosa",1782
"N","Brassicaceae","Draba",18,137,"H","Draba norvegica","Norwegian whitlow grass","Draba norvegica",1783
"N","Brassicaceae","Draba",18,137,"H","Draba reptans var. reptans","Carolina whitlow grass","Draba reptans",1784
"N","Brassicaceae","Draba",18,137,"H","Draba cana","hoary whitlow grass","Draba cana",1785
"I","Brassicaceae","Draba",18,137,"H","Draba verna","","Draba verna",1786
"N","Lamiaceae","Dracocephalum",12,807,"H","Dracocephalum parviflorum","dragonhead","Dracocephalum parviflorum",1787
"N","Droseraceae","Drosera",67,337,"H","Drosera intermedia","spatulate-leaved sundew","Drosera intermedia",1788
"N","Droseraceae","Drosera",67,337,"H","Drosera linearis","linear-leaved sundew","Drosera linearis",1789
"N","Droseraceae","Drosera",67,337,"H","Drosera rotundifolia","round-leaved sundew","Drosera rotundifolia",1790
"N","Droseraceae","Drosera",67,337,"H","Drosera xobovata","obovate-leaved sundew","Drosera xobovata",1791
"N","Droseraceae","Drosera",67,337,"H","Drosera anglica","English sundew","Drosera anglica",1792
"N","Rosaceae","Drymocallis",13,1105,"H","Potentilla arguta, Potentilla arguta subsp. arguta","tall cinquefoil","Drymocallis arguta",1793
"N","Dryopteridaceae","Dryopteris",32,138,"H","Dryopteris carthusiana","spinulose wood fern","Dryopteris carthusiana",1794
"N","Dryopteridaceae","Dryopteris",32,138,"H","Dryopteris cristata","crested wood fern","Dryopteris cristata",1795
"N","Dryopteridaceae","Dryopteris",32,138,"H","Dryopteris expansa","spreading wood fern","Dryopteris expansa",1796
"N","Dryopteridaceae","Dryopteris",32,138,"H","Dryopteris fragrans","fragrant wood fern","Dryopteris fragrans",1797
"N","Dryopteridaceae","Dryopteris",32,138,"H","Dryopteris goldiana","Goldie’s woodfern","Dryopteris goldieana",1798
"N","Dryopteridaceae","Dryopteris",32,138,"H","Dryopteris intermedia","evergreen wood fern","Dryopteris intermedia",1799
"N","Dryopteridaceae","Dryopteris",32,138,"H","Dryopteris filix-mas","male fern","Dryopteris filix-mas",1800
"N","Dryopteridaceae","Dryopteris",32,138,"H","Dryopteris xboottii","Boott's shield fern","Dryopteris xboottii",1801
"N","Dryopteridaceae","Dryopteris",32,138,"H","Dryopteris xtriploidea","triploid shield fern","Dryopteris xtriploidea",1802
"N","Dryopteridaceae","Dryopteris",32,138,"H","Dryopteris xuliginosa","swamp shield fern","Dryopteris xuliginosa",1803
"N","Dryopteridaceae","Dryopteris",32,138,"H","Dryopteris marginalis","marginal wood fern","Dryopteris marginalis",1804
"I","Rosaceae","Duchesnea",13,380,"H","","Indian-strawberry","Duchesnea indica var. indica",1805
"N","Cyperaceae","Dulichium",36,339,"G","Dulichium arundinaceum","three-way sedge","Dulichium arundinaceum var. arundinaceum",1806
"I","Chenopodiaceae","Dysphania",49,809,"H","Chenopodium botrys","Jerusalem oak","Dysphania botrys",1807
"N","Asteraceae","Dyssodia",5,810,"H","Dyssodia papposa","fetid marigold","Dyssodia papposa",1808
"N","Asteraceae","Echinacea",5,294,"H","Echinacea pallida var. angustifolia","narrow-leaved purple coneflower","Echinacea angustifolia",1809
"N","Poaceae","Echinochloa",14,425,"G","Echinochloa muricata","rough barnyard grass","Echinochloa muricata",1810
"N","Poaceae","Echinochloa",14,425,"G","Echinochloa muricata var. microstachya","rough barnyard grass","Echinochloa muricata var. microstachya",1811
"N","Poaceae","Echinochloa",14,425,"G","Echinochloa muricata var. muricata","rough barnyard grass","Echinochloa muricata var. muricata",1812
"I","Poaceae","Echinochloa",14,425,"G","Echinochloa crusgalli, Echinochloa crusgalli var. crusgalli","cockspur barnyard grass","Echinochloa crus-galli",1813
"N","Poaceae","Echinochloa",14,425,"G","Echinochloa walteri","Walter's barnyard grass","Echinochloa walteri",1814
"N","Cucurbitaceae","Echinocystis",68,528,"H","Echinocystis lobata","wild cucumber","Echinocystis lobata",1815
"N","Alismataceae","Echinodorus",17,577,"H","","tall bur-head","Echinodorus berteroi",1816
"I","Asteraceae","Echinops",5,811,"H","Echinops sphaerocephalus","great globethistle","Echinops sphaerocephalus",1817
"I","Boraginaceae","Echium",60,533,"H","Echium vulgare","blue weed","Echium vulgare",1818
"N","Asteraceae","Eclipta",5,812,"H","Eclipta prostrata","yerba de tajo","Eclipta prostrata",1819
"I","Elaeagnaceae","Elaeagnus",69,379,"D","Elaeagnus angustifolia","Russian olive","Elaeagnus angustifolia",1820
"N","Elaeagnaceae","Elaeagnus",69,379,"D","Elaeagnus commutata","silverberry","Elaeagnus commutata",1821
"I","Elaeagnaceae","Elaeagnus",69,379,"D","Elaeagnus umbellata","autumn olive","Elaeagnus umbellata",1822
"N","Elatinaceae","Elatine",153,815,"H,S","","short-seed waterwort","Elatine brachysperma",1823
"N","Elatinaceae","Elatine",153,815,"H,S","Elatine minima","small waterwort","Elatine minima",1824
"I","Elatinaceae","Elatine",153,815,"H,S","Elatine triandra","three-stamened waterwort","Elatine triandra",1825
"N","Elatinaceae","Elatine",153,815,"H,S","","American waterwort","Elatine americana",1826
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis parvula var. anachaeta","dwarf spikerush","Eleocharis coloradoensis",1827
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis compressa","flattened spikerush","Eleocharis compressa",1828
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis compressa","flattened spikerush","Eleocharis compressa var. acutisquamata",1829
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis compressa","flattened spikerush","Eleocharis compressa var. compressa",1830
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis tenuis var. borealis","elliptic spikerush","Eleocharis elliptica",1831
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis ovata s.l.","Engelmann's spikerush","Eleocharis engelmannii",1832
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis palustris s.l.","bald spikerush","Eleocharis erythropoda",1833
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis flavescens var. olivacea","olivaceous spikerush","Eleocharis flavescens var. olivacea",1834
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis intermedia","intermediate spikerush","Eleocharis intermedia",1835
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis palustris s.l.","large-spike spikerush","Eleocharis macrostachya",1836
"N","Cyperaceae","Eleocharis",36,172,"G","","soft-stem spikerush","Eleocharis mamillata var. mamillata",1837
"N","Cyperaceae","Eleocharis",36,172,"G","","neat spikerush","Eleocharis nitida",1838
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis ovata s.l.","blunt spikerush","Eleocharis obtusa",1839
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis ovata s.l.","ovoid spikerush","Eleocharis ovata",1840
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis palustris s.l.","marsh spikerush","Eleocharis palustris",1841
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis pauciflora","few-flowered spikerush","Eleocharis quinqueflora",1842
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis robbinsii","Robbins' spikerush","Eleocharis robbinsii",1843
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis rostellata","beaked spikerush","Eleocharis rostellata",1844
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis wolfii","Wolf's spikerush","Eleocharis wolfii",1845
"N","Cyperaceae","Eleocharis",36,172,"G","Eleocharis acicularis","least spikerush","Eleocharis acicularis",1846
"N","Hydrophyllaceae","Ellisia",70,621,"H","Ellisia nyctelea","ellisia","Ellisia nyctelea",1847
"N","Hydrocharitaceae","Elodea",71,374,"H,S","","two leaf waterweed","Elodea bifoliata",1848
"N","Hydrocharitaceae","Elodea",71,374,"H,S","Elodea canadensis","Canadian elodea","Elodea canadensis",1849
"N","Hydrocharitaceae","Elodea",71,374,"H,S","Elodea nuttallii","Nuttall's elodea","Elodea nuttallii",1850
"N","Poaceae","Elymus",14,177,"G","Elymus canadensis","Canada wildrye","Elymus canadensis var. canadensis",1851
"N","Poaceae","Elymus",14,177,"G","Elymus curvatus","awnless wild rye","Elymus curvatus",1852
"N","Poaceae","Elymus",14,177,"G","Elymus diversiglumis","interrupted wild rye","Elymus diversiglumis",1853
"I","Poaceae","Elymus",14,177,"G","Elytrigia repens","quackgrass","Elymus repens",1854
"N","Poaceae","Elymus",14,177,"G","","riverbank wildrye","Elymus riparius",1855
"N","Poaceae","Elymus",14,177,"G","Elymus trachycaulus","slender wheatgrass","Elymus trachycaulus",1856
"N","Poaceae","Elymus",14,177,"G","Elymus trachycaulus","one-sided wheatgrass","Elymus trachycaulus subsp. subsecundus",1857
"N","Poaceae","Elymus",14,177,"G","Elymus trachycaulus","slender wheatgrass","Elymus trachycaulus subsp. trachycaulus",1858
"N","Poaceae","Elymus",14,177,"G","Elymus villosus","downy wild rye","Elymus villosus",1859
"N","Poaceae","Elymus",14,177,"G","Elymus virginicus","Virginia wildrye","Elymus virginicus",1860
"N","Poaceae","Elymus",14,177,"G","Elymus virginicus","Virginia wildrye","Elymus virginicus var. jejunus",1861
