"native","family","genus","familyId","genusId","physiognomy","synonymGC","commonName","nameDNR","speciesId"
"I","Poaceae","Puccinellia",14,1002,"G","Puccinellia distans","European alkali grass","Puccinellia distans",2747
"N","Poaceae","Puccinellia",14,1002,"G","Puccinellia nuttalliana","Nuttall's alkali grass","Puccinellia nuttalliana",2748
"N","Lamiaceae","Pycnanthemum",12,342,"H","Pycnanthemum virginianum","Virginia mountain mint","Pycnanthemum virginianum",2749
"N","Pyrolaceae","Pyrola",50,508,"H","Pyrola rotundifolia, Pyrola rotundifolia var. americana","round-leaved pyrola","Pyrola americana",2750
"N","Pyrolaceae","Pyrola",50,508,"H","Pyrola asarifolia","Bog wintergreen","Pyrola asarifolia subsp. asarifolia",2751
"N","Pyrolaceae","Pyrola",50,508,"H","Pyrola chlorantha","green-flowered pyrola","Pyrola chlorantha",2752
"N","Pyrolaceae","Pyrola",50,508,"H","Pyrola minor","small shinleaf","Pyrola minor",2753
"N","Pyrolaceae","Pyrola",50,508,"H","Pyrola elliptica","elliptic shinleaf","Pyrola elliptica",2754
"N","Fagaceae","Quercus",73,69,"D","Quercus alba","white oak","Quercus alba",2755
"N","Fagaceae","Quercus",73,69,"D","Quercus bicolor","swamp white oak","Quercus bicolor",2756
"N","Fagaceae","Quercus",73,69,"D","Quercus ellipsoidalis","northern pin oak","Quercus ellipsoidalis",2757
"N","Fagaceae","Quercus",73,69,"D","","oak","Quercus ellipsoidalis x rubra",2758
"N","Fagaceae","Quercus",73,69,"D","Quercus macrocarpa","bur oak","Quercus macrocarpa",2759
"N","Fagaceae","Quercus",73,69,"D","Quercus muhlenbergii","chestnut oak","Quercus muhlenbergii",2760
"N","Fagaceae","Quercus",73,69,"D","Quercus rubra","northern red oak","Quercus rubra",2761
"N","Fagaceae","Quercus",73,69,"D","Quercus velutina","black oak","Quercus velutina",2762
"N","Fagaceae","Quercus",73,69,"D","Quercus xbebbiana","Bebb's hybrid white oak","Quercus xbebbiana",2763
"N","Fagaceae","Quercus",73,69,"D","Quercus xhawkinsiae","Hawkins' hybrid black oak","Quercus xhawkinsii",2764
"N","Fagaceae","Quercus",73,69,"D","Quercus xhillii","Hill's hybrid white oak","Quercus xhillii",2765
"I","Fagaceae","Quercus",73,69,"D","Quercus xpalaeolithica","oak","Quercus xpaleolithicola",2766
"N","Fagaceae","Quercus",73,69,"D","Quercus xschuettei","oak","Quercus bicolor x macrocarpa",2767
"I","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus acris","tall buttercup","Ranunculus acris",2768
"N","Ranunculaceae","Ranunculus",7,74,"H,S","Ranunculus longirostris, Ranunculus subrigidus, Ranunculus trichophyllus var. trichophyllus","limp white water crowfoot","Ranunculus aquatilis var. diffusus",2769
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus cymbalaria","seaside crowfoot","Ranunculus cymbalaria",2770
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus abortivus var. abortivus","kidney-leaved buttercup","Ranunculus abortivus",2771
"I","Ranunculaceae","Ranunculus",7,74,"H","","lesser celandine","Ranunculus ficaria",2772
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus flabellaris","large yellow water crowfoot","Ranunculus flabellaris",2773
"N","Ranunculaceae","Ranunculus",7,74,"H,S","Ranunculus flammula","creeping spearwort","Ranunculus flammula",2774
"N","Ranunculaceae","Ranunculus",7,74,"H,S","Ranunculus flammula var. ovalis","creeping spearwort","Ranunculus flammula var. ovalis",2775
"N","Ranunculaceae","Ranunculus",7,74,"H,S","Ranunculus flammula var. filiformis","creeping spearwort","Ranunculus flammula var. reptans",2776
"N","Ranunculaceae","Ranunculus",7,74,"H,S","Ranunculus gmelinii, Ranunculus gmelinii var. gmelinii, Ranunculus gmelinii var. hookeri","small yellow water crowfoot","Ranunculus gmelinii",2777
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus hispidus","hispid buttercup","Ranunculus hispidus",2778
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus hispidus var. caricetorum","hispid buttercup","Ranunculus hispidus var. caricetorum",2779
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus hispidus var. nitidus","hispid buttercup","Ranunculus hispidus var. nitidus",2780
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus lapponicus","Lapland buttercup","Ranunculus lapponicus",2781
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus macounii","Macoun's buttercup","Ranunculus macounii",2782
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus pensylvanicus","bristly buttercup","Ranunculus pensylvanicus",2783
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus fascicularis","early buttercup","Ranunculus fascicularis",2784
"I","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus repens","creeping buttercup","Ranunculus repens",2785
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus rhomboideus","prairie buttercup","Ranunculus rhomboideus",2786
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus sceleratus","cursed crowfoot","Ranunculus sceleratus",2787
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus sceleratus var. multifidus","cursed crowfoot","Ranunculus sceleratus var. multifidus",2788
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus sceleratus var. sceleratus","cursed crowfoot","Ranunculus sceleratus var. sceleratus",2789
"I","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus testiculatus","","Ranunculus testiculatus",2790
"N","Ranunculaceae","Ranunculus",7,74,"H","Ranunculus recurvatus","hooked crowfoot","Ranunculus recurvatus var. recurvatus",2791
"I","Brassicaceae","Raphanus",18,1005,"H","Raphanus raphanistrum","jointed charlock","Raphanus raphanistrum",2792
"N","Asteraceae","Ratibida",5,444,"H","Ratibida columnifera","prairie coneflower","Ratibida columnifera",2793
"N","Asteraceae","Ratibida",5,444,"H","Ratibida pinnata","gray-headed coneflower","Ratibida pinnata",2794
"N","Rhamnaceae","Rhamnus",44,234,"D","Rhamnus alnifolia","alderleaf buckthorn","Rhamnus alnifolia",2795
"I","Rhamnaceae","Rhamnus",44,234,"D","Rhamnus cathartica","common buckthorn","Rhamnus cathartica",2796
"N","Crassulaceae","Rhodiola",107,2052,"H","Sedum rosea var. integrifolium","Leedy's roseroot","Rhodiola integrifolia subsp. leedyi",2797
"N","Ericaceae","Rhododendron",22,639,"B","Ledum groenlandicum","Labrador tea","Rhododendron groenlandicum",2798
"N","Anacardiaceae","Rhus",124,30,"D","Rhus glabra","smooth sumac","Rhus glabra",2799
"N","Anacardiaceae","Rhus",124,30,"D","Rhus typhina","staghorn sumac","Rhus typhina",2800
"N","Anacardiaceae","Rhus",124,30,"D","Rhus xborealis","hybrid sumac","Rhus xborealis",2801
"U","Anacardiaceae","Rhus",124,30,"D","Rhus aromatica var. aromatica","fragrant sumac","Rhus aromatica var. aromatica",2802
"N","Cyperaceae","Rhynchospora",36,44,"G","Rhynchospora alba","white beak rush","Rhynchospora alba",2803
"N","Cyperaceae","Rhynchospora",36,44,"G","Rhynchospora capitellata","brownish beaksedge","Rhynchospora capitellata",2804
"N","Cyperaceae","Rhynchospora",36,44,"G","Rhynchospora fusca","sooty-colored beak rush","Rhynchospora fusca",2805
"N","Cyperaceae","Rhynchospora",36,44,"G","Rhynchospora capillacea","hair-like beak rush","Rhynchospora capillacea",2806
"N","Grossulariaceae","Ribes",125,182,"D","Ribes americanum","wild black currant","Ribes americanum",2807
"N","Grossulariaceae","Ribes",125,182,"D","Ribes cynosbati","prickly gooseberry","Ribes cynosbati",2808
"N","Grossulariaceae","Ribes",125,182,"D","Ribes glandulosum","skunk currant","Ribes glandulosum",2809
"N","Grossulariaceae","Ribes",125,182,"D","Ribes hirtellum","swamp gooseberry","Ribes hirtellum",2810
"N","Grossulariaceae","Ribes",125,182,"D","Ribes odoratum","clove current","Ribes aureum var. villosum",2811
"N","Grossulariaceae","Ribes",125,182,"D","Ribes lacustre","swamp black currant","Ribes lacustre",2812
"N","Grossulariaceae","Ribes",125,182,"D","Ribes missouriense","Missouri gooseberry","Ribes missouriense",2813
"I","Grossulariaceae","Ribes",125,182,"D","Ribes nigrum","black currant","Ribes nigrum",2814
"N","Grossulariaceae","Ribes",125,182,"D","Ribes oxyacanthoides var. oxyacanthoides","northern gooseberry","Ribes oxyacanthoides var. oxyacanthoides",2815
"I","Grossulariaceae","Ribes",125,182,"D","Ribes sativum","red currant","Ribes rubrum",2816
"N","Grossulariaceae","Ribes",125,182,"D","Ribes triste","swamp red currant","Ribes triste",2817
"N","Grossulariaceae","Ribes",125,182,"D","Ribes hudsonianum","northern black currant","Ribes hudsonianum",2818
"I","Fabaceae","Robinia",21,235,"D","Robinia hispida var. hispida","prickly locust","Robinia hispida",2819
"I","Fabaceae","Robinia",21,235,"D","Robinia pseudoacacia","black locust","Robinia pseudoacacia",2820
"N","Brassicaceae","Rorippa",18,211,"H","","bluntleaf yellowcress","Rorippa curvipes",2821
"N","Brassicaceae","Rorippa",18,211,"H","Rorippa palustris","Icelandic yellow cress","Rorippa palustris",2822
"N","Brassicaceae","Rorippa",18,211,"H","Rorippa palustris var. hispida","Icelandic yellow cress","Rorippa palustris subsp. hispida",2823
"N","Brassicaceae","Rorippa",18,211,"F,H","Armoracia lacustris","lakecress","Rorippa aquatica",2824
"N","Brassicaceae","Rorippa",18,211,"H","Rorippa sessiliflora","sessile-flowered yellow cress","Rorippa sessiliflora",2825
"N","Brassicaceae","Rorippa",18,211,"H","Rorippa sinuata","spreading yellow cress","Rorippa sinuata",2826
"N","Brassicaceae","Rorippa",18,211,"H","","roundfruit yellowcress","Rorippa sphaerocarpa",2827
"I","Brassicaceae","Rorippa",18,211,"H","Rorippa sylvestris","creeping yellow cress","Rorippa sylvestris",2828
"N","Brassicaceae","Rorippa",18,211,"H","Rorippa palustris var. fernaldiana, Rorippa palustris var. palustris","Icelandic yellow cress","Rorippa palustris subsp. palustris",2829
"N","Rosaceae","Rosa",13,149,"D","Rosa arkansana","prairie rose","Rosa arkansana",2830
"N","Rosaceae","Rosa",13,149,"D","Rosa blanda","smooth wild rose","Rosa blanda",2831
"I","Rosaceae","Rosa",13,149,"D","Rosa multiflora","multiflora rose","Rosa multiflora",2832
"N","Rosaceae","Rosa",13,149,"D","Rosa acicularis subsp. sayi","prickly rose","Rosa acicularis subsp. sayi",2833
"N","Rosaceae","Rosa",13,149,"D","Rosa woodsii var. woodsii","Wood's rose","Rosa woodsii var. woodsii",2834
"N","Rosaceae","Rosa",13,149,"D","","rose","Rosa xdulcissima",2835
"I","Rosaceae","Rosa",13,149,"D","Rosa rugosa","Japanese rose","Rosa rugosa",2836
"N","Lythraceae","Rotala",61,564,"H","Rotala ramosior","toothcup","Rotala ramosior",2837
"N","Rosaceae","Rubus",13,38,"D","Rubus acridens","sharp-toothed blackberry","Rubus acridens",2838
"N","Rosaceae","Rubus",13,38,"D","Rubus allegheniensis s.l.","Allegheny blackberry","Rubus allegheniensis",2839
"N","Rosaceae","Rubus",13,38,"D","Rubus allegheniensis s.l.","oldfield blackberry","Rubus alumnus",2840
"N","Rosaceae","Rubus",13,38,"H","","Arctic dwarf raspberry","Rubus arcticus subsp. acaulis",2841
"N","Rosaceae","Rubus",13,38,"D","Rubus canadensis s.l.","smooth blackberry","Rubus canadensis",2842
"N","Rosaceae","Rubus",13,38,"D","Rubus chamaemorus","cloudberry","Rubus chamaemorus",2843
"N","Rosaceae","Rubus",13,38,"D","Rubus setosus","dissenting bristle-berry","Rubus dissensus",2844
"N","Rosaceae","Rubus",13,38,"D","Rubus flagellaris s.l.","Iron River dewberry","Rubus ferrofluvius",2845
"N","Rosaceae","Rubus",13,38,"D","Rubus pensilvanicus s.l.","leafy-flowered blackberry","Rubus frondosus",2846
"N","Rosaceae","Rubus",13,38,"D","Rubus setosus","Fuller's bristle-berry","Rubus fulleri",2847
"N","Rosaceae","Rubus",13,38,"D","Rubus setosus","Grout's bristle-berry","Rubus groutianus",2848
"U","Rosaceae","Rubus",13,38,"D","Rubus idaeus","American red raspberry","Rubus idaeus",2849
"I","Rosaceae","Rubus",13,38,"D","","European raspberry","Rubus idaeus var. idaeus",2850
"N","Rosaceae","Rubus",13,38,"D","Rubus idaeus var. strigosus","wild red raspberry","Rubus idaeus var. strigosus",2851
"N","Rosaceae","Rubus",13,38,"D","Rubus flagellaris s.l.","Ithica dewberry","Rubus ithacanus",2852
"N","Rosaceae","Rubus",13,38,"D","","Missouri bristle-berry","Rubus missouricus",2853
"N","Rosaceae","Rubus",13,38,"D","Rubus flagellaris s.l.","Kinnickinnick dewberry","Rubus multifer",2854
"N","Rosaceae","Rubus",13,38,"D","Rubus occidentalis","black raspberry","Rubus occidentalis",2855
"N","Rosaceae","Rubus",13,38,"D","Rubus parviflorus","thimbleberry","Rubus parviflorus",2856
"I","Rosaceae","Rubus",13,38,"D","","small-leaf bramble","Rubus parvifolius",2857
"N","Rosaceae","Rubus",13,38,"D","Rubus flagellaris s.l., Rubus recurvicaulis","plaitleaf dewberry","Rubus plicatifolius",2858
"N","Rosaceae","Rubus",13,38,"H","Rubus pubescens","dwarf raspberry","Rubus pubescens",2859
"N","Rosaceae","Rubus",13,38,"D","","Prince Edward Island blackberry","Rubus quaesitus",2860
"N","Rosaceae","Rubus",13,38,"D","Rubus pensilvanicus s.l.","recurved blackberry","Rubus recurvans",2861
"N","Rosaceae","Rubus",13,38,"D","Rubus setosus","a species of bristleberry","Rubus regionalis",2862
"N","Rosaceae","Rubus",13,38,"D","Rubus xrosa","rose blackberry","Rubus rosa",2863
"N","Rosaceae","Rubus",13,38,"D","Rubus flagellaris s.l.","Downy dewberry","Rubus satis",2864
"N","Rosaceae","Rubus",13,38,"D","Rubus setosus","swamp blackberry","Rubus semisetosus",2865
"N","Rosaceae","Rubus",13,38,"D","Rubus flagellaris s.l.","Steele's dewberry","Rubus steelei",2866
"N","Rosaceae","Rubus",13,38,"D","","bristle-berry","Rubus stipulatus",2867
"N","Rosaceae","Rubus",13,38,"D","Rubus pensilvanicus s.l.","Lake Superior blackberry","Rubus superioris",2868
"N","Rosaceae","Rubus",13,38,"D","Rubus setosus","thornless dewberry","Rubus uniformis",2869
"N","Rosaceae","Rubus",13,38,"D","Rubus setosus","Vermont bristle-berry","Rubus vermontanus",2870
"N","Rosaceae","Rubus",13,38,"D","Rubus setosus","Wheeler's blackberry","Rubus wheeleri",2871
"N","Rosaceae","Rubus",13,38,"D","Rubus pensilvanicus s.l.","Wisconsin Bristleberry","Rubus wisconsinensis",2872
"N","Rosaceae","Rubus",13,38,"D","Rubus xneglectus","hybrid red raspberry","Rubus xneglectus",2873
"N","Rosaceae","Rubus",13,38,"D","Rubus pensilvanicus s.l.","mountain blackberry","Rubus ablatus",2874
"N","Asteraceae","Rudbeckia",5,212,"H","Rudbeckia hirta var. pulcherrima","black-eyed susan","Rudbeckia hirta var. pulcherrima",2875
"N","Asteraceae","Rudbeckia",5,212,"H","Rudbeckia laciniata","cutleaf coneflower","Rudbeckia laciniata var. laciniata",2876
"I","Asteraceae","Rudbeckia",5,212,"H","Rudbeckia subtomentosa","sweet coneflower","Rudbeckia subtomentosa",2877
"N","Asteraceae","Rudbeckia",5,212,"H","Rudbeckia triloba","three-leaved coneflower","Rudbeckia triloba var. triloba",2878
"N","Acanthaceae","Ruellia",126,320,"H","Ruellia humilis","wild petunia","Ruellia humilis",2879
"I","Polygonaceae","Rumex",116,296,"H","Rumex acetosella","common sheep sorrel","Rumex acetosella",2880
"N","Polygonaceae","Rumex",116,296,"H","Rumex altissimus","tall water dock","Rumex altissimus",2881
"N","Polygonaceae","Rumex",116,296,"H","Rumex orbiculatus","great water dock","Rumex britannica",2882
"I","Polygonaceae","Rumex",116,296,"H","Rumex crispus","curly dock","Rumex crispus",2883
"N","Polygonaceae","Rumex",116,296,"H","Rumex maritimus var. fueginus","golden dock","Rumex fueginus",2884
"I","Polygonaceae","Rumex",116,296,"H","Rumex longifolius","domestic dock","Rumex longifolius",2885
"I","Polygonaceae","Rumex",116,296,"H","Rumex obtusifolius","bitter dock","Rumex obtusifolius",2886
"I","Polygonaceae","Rumex",116,296,"H","Rumex patientia","patience dock","Rumex patientia",2887
"I","Polygonaceae","Rumex",116,296,"H","","field dock","Rumex pseudonatronatus",2888
"I","Polygonaceae","Rumex",116,296,"H","Rumex stenophyllus","narrow-leaved dock","Rumex stenophyllus",2889
"N","Polygonaceae","Rumex",116,296,"H","","Mexican dock","Rumex triangulivalvis",2890
"N","Polygonaceae","Rumex",116,296,"H","Rumex verticillatus","whorled water dock","Rumex verticillatus",2891
"I","Polygonaceae","Rumex",116,296,"H","Rumex acetosa","green sorrel","Rumex acetosa",2892
"N","Ruppiaceae","Ruppia",168,1012,"H,S","Ruppia maritima","spiral ditchgrass","Ruppia cirrhosa",2893
"I","Caryophyllaceae","Sagina",26,1015,"H","Sagina procumbens","bird's eye pearlwort","Sagina procumbens",2894
"N","Caryophyllaceae","Sagina",26,1015,"H","Sagina nodosa var. borealis","knotty pearlwort","Sagina nodosa subsp. borealis",2895
"N","Alismataceae","Sagittaria",17,169,"H","Sagittaria brevirostra","short-beaked arrowhead","Sagittaria brevirostra",2896
"N","Alismataceae","Sagittaria",17,169,"H","Sagittaria graminea var. cristata","crested arrowhead","Sagittaria cristata",2897
"N","Alismataceae","Sagittaria",17,169,"H","Sagittaria latifolia","broad-leaved arrowhead","Sagittaria latifolia",2898
"N","Alismataceae","Sagittaria",17,169,"H","Sagittaria calycina","hooded arrowhead","Sagittaria montevidensis subsp. calycina",2899
"N","Alismataceae","Sagittaria",17,169,"H,S","Sagittaria rigida","sessile-fruited arrowhead","Sagittaria rigida",2900
"N","Alismataceae","Sagittaria",17,169,"H,S","Sagittaria cuneata","arum-leaved arrowhead","Sagittaria cuneata",2901
"N","Chenopodiaceae","Salicornia",49,1016,"H","Salicornia rubra","red saltwort","Salicornia rubra",2902
"I","Salicaceae","Salix",119,67,"D","Salix alba","white willow","Salix alba",2903
"N","Salicaceae","Salix",119,67,"D","Salix amygdaloides","peach-leaved willow","Salix amygdaloides",2904
"N","Salicaceae","Salix",119,67,"D","Salix bebbiana","Bebb's willow","Salix bebbiana",2905
"N","Salicaceae","Salix",119,67,"D","Salix discolor","pussy willow","Salix discolor",2906
"N","Salicaceae","Salix",119,67,"D","Salix eriocephala s.l.","heart-leaved willow","Salix eriocephala",2907
"N","Salicaceae","Salix",119,67,"D","Salix eriocephala s.l.","heart-leaved willow","Salix famelica",2908
"N","Salicaceae","Salix",119,67,"D","Salix humilis","prairie willow","Salix humilis",2909
"N","Salicaceae","Salix",119,67,"D","Salix humilis","prairie willow","Salix humilis var. humilis",2910
"N","Salicaceae","Salix",119,67,"D","Salix humilis","prairie willow","Salix humilis var. tristis",2911
"N","Salicaceae","Salix",119,67,"D","Salix exigua, Salix exigua subsp. interior","sandbar willow","Salix interior",2912
"N","Salicaceae","Salix",119,67,"D","Salix lucida, Salix lucida var. lucida","shining willow","Salix lucida",2913
"N","Salicaceae","Salix",119,67,"D","","McCalla's willow","Salix maccalliana",2914
"N","Salicaceae","Salix",119,67,"D","Salix nigra","black willow","Salix nigra",2915
"N","Salicaceae","Salix",119,67,"D","Salix pedicellaris","bog willow","Salix pedicellaris",2916
"N","Salicaceae","Salix",119,67,"D","Salix pellita","satiny willow","Salix pellita",2917
"N","Salicaceae","Salix",119,67,"D","Salix candida","sage-leaved willow","Salix candida",2918
"N","Salicaceae","Salix",119,67,"D","Salix petiolaris","slender willow","Salix petiolaris",2919
"N","Salicaceae","Salix",119,67,"D","Salix planifolia","diamond-leaved willow","Salix planifolia",2920
"N","Salicaceae","Salix",119,67,"D","","false mountain willow","Salix pseudomonticola",2921
"N","Salicaceae","Salix",119,67,"D","Salix pyrifolia","balsam willow","Salix pyrifolia",2922
"N","Salicaceae","Salix",119,67,"D","Salix sericea","silky willow","Salix sericea",2923
"N","Salicaceae","Salix",119,67,"D","Salix serissima","autumn willow","Salix serissima",2924
"I","Salicaceae","Salix",119,67,"D","Salix fragilis","crank willow","Salix xfragilis",2925
"I","Salicaceae","Salix",119,67,"D","Salix pentandra","bay-leaved willow","Salix pentandra",2926
"I","Chenopodiaceae","Salsola",49,233,"H","Salsola collina","salsola tumbleweed","Salsola collina",2927
"I","Chenopodiaceae","Salsola",49,233,"H","Salsola tragus","Russian thistle","Salsola tragus",2928
"I","Lamiaceae","Salvia",12,1017,"H","Salvia reflexa","lance-leaved sage","Salvia reflexa",2929
"N","Caprifoliaceae","Sambucus",62,58,"D","Sambucus canadensis var. canadensis","common elder","Sambucus canadensis var. canadensis",2930
"N","Caprifoliaceae","Sambucus",62,58,"D","Sambucus racemosa var. pubens","red-berried elder","Sambucus racemosa var. pubens",2931
"N","Papaveraceae","Sanguinaria",127,446,"H","Sanguinaria canadensis","bloodroot","Sanguinaria canadensis",2932
"N","Apiaceae","Sanicula",9,20,"H","","Canada black snakeroot","Sanicula canadensis var. canadensis",2933
"N","Apiaceae","Sanicula",9,20,"H","","Canada black snakeroot","Sanicula canadensis var. grandis",2934
"N","Apiaceae","Sanicula",9,20,"H","Sanicula marilandica","maryland black snakeroot","Sanicula marilandica",2935
"N","Apiaceae","Sanicula",9,20,"H","Sanicula gregaria","clustered black snakeroot","Sanicula odorata",2936
"N","Apiaceae","Sanicula",9,20,"H","Sanicula trifoliata","beaked snakeroot","Sanicula trifoliata",2937
"N","Apiaceae","Sanicula",9,20,"H","Sanicula canadensis","Canadian black snakeroot","Sanicula canadensis",2938
"I","Caryophyllaceae","Saponaria",26,565,"H","Saponaria officinalis","bouncing bet","Saponaria officinalis",2939
"N","Sarraceniaceae","Sarracenia",128,247,"H","Sarracenia purpurea var. purpurea","pitcher plant","Sarracenia purpurea subsp. purpurea",2940
"N","Lamiaceae","Satureja",12,192,"H","Satureja vulgaris","wild basil","Satureja vulgaris",2941
"N","Saxifragaceae","Saxifraga",80,246,"H","Saxifraga aizoon","encrusted saxifrage","Saxifraga paniculata",2942
"N","Saxifragaceae","Saxifraga",80,246,"H","Saxifraga cernua","nodding saxifrage","Saxifraga cernua",2943
"N","Ophioglossaceae","Sceptridium",37,1111,"H","Botrychium dissectum","cutleaf grape-fern","Sceptridium dissectum",2944
"N","Ophioglossaceae","Sceptridium",37,1111,"H","Botrychium multifidum","leathery grape-fern","Sceptridium multifidum",2945
"N","Ophioglossaceae","Sceptridium",37,1111,"H","Botrychium rugulosum","Laurentian grape-fern","Sceptridium rugulosum",2946
"N","Ophioglossaceae","Sceptridium",37,1111,"H","Botrychium oneidense","blunt-lobed grape-fern","Sceptridium oneidense",2947
"N","Poaceae","Schedonnardus",14,1020,"G","Schedonnardus paniculatus","tumble grass","Schedonnardus paniculatus",2948
"I","Poaceae","Schedonorus",14,260,"G","Festuca elatior","tall fescue","Schedonorus arundinaceus",2949
"I","Poaceae","Schedonorus",14,260,"G","Festuca pratensis","meadow fescue","Schedonorus pratensis",2950
"N","Scheuchzeriaceae","Scheuchzeria",171,1021,"H","Scheuchzeria palustris","scheuchzeria","Scheuchzeria palustris",2951
"N","Poaceae","Schizachne",14,1022,"G","Schizachne purpurascens, Schizachne purpurascens var. pubescens, Schizachne purpurascens var. purpurascens","false melic grass","Schizachne purpurascens",2952
"N","Poaceae","Schizachyrium",14,343,"G","Schizachyrium scoparium var. scoparium","little bluestem","Schizachyrium scoparium var. scoparium",2953
"N","Cyperaceae","Schoenoplectiella",36,1023,"G","Scirpus smithii","weak-stalk bulrush","Schoenoplectiella purshiana",2954
"N","Cyperaceae","Schoenoplectiella",36,1023,"G","","weak-stalk bulrush","Schoenoplectiella purshiana var. williamsii",2955
"N","Cyperaceae","Schoenoplectiella",36,1023,"G","Scirpus smithii","blunt-scale bulrush","Schoenoplectiella smithii",2956
"N","Cyperaceae","Schoenoplectiella",36,1023,"G","Scirpus smithii","blunt-scale bulrush","Schoenoplectiella smithii var. setosa",2957
"N","Cyperaceae","Schoenoplectiella",36,1023,"G","Scirpus smithii","weak-stalk bulrush","Schoenoplectiella purshiana var. purshiana",2958
"N","Cyperaceae","Schoenoplectiella",36,1023,"G","Scirpus smithii","blunt-scale bulrush","Schoenoplectiella smithii var. smithii",2959
"N","Cyperaceae","Schoenoplectus",36,521,"G","","bulrush","Schoenoplectus acutus x tabernaemontani",2960
"N","Cyperaceae","Schoenoplectus",36,521,"G","Scirpus heterochaetus","slender bulrush","Schoenoplectus heterochaetus",2961
"N","Cyperaceae","Schoenoplectus",36,521,"G","Scirpus pungens","three-square bulrush","Schoenoplectus pungens",2962
"N","Cyperaceae","Schoenoplectus",36,521,"G","Scirpus subterminalis","swaying bulrush","Schoenoplectus subterminalis",2963
"N","Cyperaceae","Schoenoplectus",36,521,"G","Scirpus validus","soft stem bulrush","Schoenoplectus tabernaemontani",2964
"N","Cyperaceae","Schoenoplectus",36,521,"G","Scirpus torreyi","Torrey's bulrush","Schoenoplectus torreyi",2965
"N","Cyperaceae","Schoenoplectus",36,521,"G","","bulrush","Schoenoplectus xoblongus",2966
"N","Cyperaceae","Schoenoplectus",36,521,"G","Scirpus acutus","hardstem bulrush","Schoenoplectus acutus var. acutus",2967
"I","Liliaceae","Scilla",16,1024,"D","Scilla sibirica","Siberian squill","Scilla siberica",2968
"N","Cyperaceae","Scirpus",36,60,"G","Scirpus atrovirens s.l., Scirpus atrovirens var. atrovirens","dark green bulrush","Scirpus atrovirens",2969
"N","Cyperaceae","Scirpus",36,60,"G","Scirpus cyperinus s.l.","woolgrass","Scirpus cyperinus",2970
"N","Cyperaceae","Scirpus",36,60,"G","Scirpus georgianus","Georgia bulrush","Scirpus georgianus",2971
"N","Cyperaceae","Scirpus",36,60,"G","Scirpus cyperinus s.l.","black-girdled woolgrass","Scirpus atrocinctus",2972
"N","Cyperaceae","Scirpus",36,60,"G","Scirpus microcarpus","panicled bulrush","Scirpus microcarpus",2973
"N","Cyperaceae","Scirpus",36,60,"G","Scirpus atrovirens s.l., Scirpus atrovirens var. pallidus","pale bulrush","Scirpus pallidus",2974
"N","Cyperaceae","Scirpus",36,60,"G","Scirpus cyperinus s.l.","stalked bulrush","Scirpus pedicellatus",2975
"N","Cyperaceae","Scirpus",36,60,"G","Scirpus pendulus","rufous bulrush","Scirpus pendulus",2976
"N","Cyperaceae","Scirpus",36,60,"G","Scirpus hattorianus","mosquito bulrush","Scirpus hattorianus",2977
"I","Caryophyllaceae","Scleranthus",26,1025,"H","","perennial knawel","Scleranthus perennis",2978
"I","Caryophyllaceae","Scleranthus",26,1025,"H","Scleranthus annuus","knawel","Scleranthus annuus subsp. annuus",2979
"N","Cyperaceae","Scleria",36,224,"G","Scleria triglomerata","tall nutrush","Scleria triglomerata",2980
"N","Cyperaceae","Scleria",36,224,"G","Scleria verticillata","whorled nutrush","Scleria verticillata",2981
"N","Poaceae","Scolochloa",14,2053,"G","Scolochloa festucacea","whitetop","Scolochloa festucacea",2982
"N","Scrophulariaceae","Scrophularia",11,170,"H","Scrophularia lanceolata","lance-leaved figwort","Scrophularia lanceolata",2983
"N","Scrophulariaceae","Scrophularia",11,170,"H","Scrophularia marilandica","Maryland figwort","Scrophularia marilandica",2984
"N","Lamiaceae","Scutellaria",12,24,"H","Scutellaria galericulata","marsh skullcap","Scutellaria galericulata",2985
"N","Lamiaceae","Scutellaria",12,24,"H","Scutellaria leonardii","Leonard's skullcap","Scutellaria leonardii",2986
"N","Lamiaceae","Scutellaria",12,24,"H","Scutellaria ovata var. versicolor","ovate-leaved skullcap","Scutellaria ovata var. versicolor",2987
"N","Lamiaceae","Scutellaria",12,24,"H","Scutellaria parvula","prairie skullcap","Scutellaria parvula",2988
